,date,open,close,high,low,volume,amount,return
567,2010-09-10,9.11,9.206,9.364,8.967,12868.0,118462.80799999999,-0.015986174119680285
568,2010-09-13,9.258,9.325,9.326,9.109,16060.0,149759.5,-0.06666666666666665
569,2010-09-14,9.33,9.48,10.042,9.231,19611.0,185912.28,-0.076317446987193
570,2010-09-15,9.526,9.119,9.534,9.044,12603.0,114926.757,0.023346738159070624
571,2010-09-16,8.952,9.126,9.245,8.683,16191.0,147759.066,0.008781558726673966
572,2010-09-17,9.11,9.11,9.245,8.938,3899.0,35519.89,0.002634467618002345
573,2010-09-20,9.11,8.708,9.183,8.7,9729.0,84720.132,0.005316742081447945
574,2010-09-21,8.84,8.799,8.843,8.632,3549.0,31227.650999999998,-0.019393109742185666
575,2010-09-27,8.766,9.161,9.417,8.766,8580.0,78601.37999999999,-0.09597388465723611
576,2010-09-28,9.19,9.19,9.355,9.109,6667.0,61269.729999999996,-0.10462152277513015
577,2010-09-29,9.023,9.134,9.364,9.023,5337.0,48748.158,-0.109375
578,2010-09-30,9.088,8.887,9.226,8.812,29177.0,259295.999,-0.13640399556048832
579,2010-10-08,9.01,8.596,9.013,8.462,43627.0,375017.692,-0.10086086551884599
580,2010-10-11,8.596,8.308,8.623,8.223,39510.0,328249.08,-0.10059100229164164
581,2010-10-12,8.291,8.079,8.438,8.036,23108.0,186689.532,0.014344008903177885
582,2010-10-13,8.087,8.094,8.164,7.781,37591.0,304261.554,0.021244688827793068
583,2010-10-14,8.002,7.781,8.065,7.738,31899.0,248206.11899999998,0.07757841745191696
584,2010-10-15,7.747,7.729,8.034,7.551,35698.0,275909.842,0.16052563772223638
585,2010-10-18,7.762,7.457,7.764,7.335,33275.0,248131.675,0.2
586,2010-10-19,7.525,8.203,8.203,7.523,37878.0,310713.234,0.2
587,2010-10-20,8.147,8.172,8.547,8.056,39184.0,320211.64800000004,0.2
588,2010-10-21,8.172,8.348,8.411,8.096,17463.0,145781.124,0.2
589,2010-10-22,8.349,9.008,9.177,8.349,30346.0,273356.768,0.037938729965510065
590,2010-10-28,9.858,9.909,9.909,9.212,59930.0,593846.37,0.07613920399923102
591,2010-10-29,10.402,10.232,10.649,10.011,44130.0,451538.16,0.2
592,2010-11-01,10.081,10.343,10.646,9.738,38980.0,403170.14,0.18379850238257323
593,2010-11-02,10.283,10.896,11.024,10.147,27860.0,303562.56,0.1137366678926075
594,2010-11-03,10.876,10.232,10.876,10.232,14262.0,145928.78399999999,0.18365751148470322
595,2010-11-04,10.231,11.194,11.255,9.926,35629.0,398831.026,0.13153667678029635
596,2010-11-05,11.206,12.2,12.289,11.017,47093.0,574534.6,-0.008610086100861003
597,2010-11-08,12.195,12.173,12.565,11.918,25563.0,311178.399,0.10311929649908746
598,2010-11-09,12.054,12.113,12.514,11.713,20523.0,248595.099,0.05448316202891279
599,2010-11-10,11.967,12.11,12.321,11.795,16702.0,202261.22,0.05352415618795492
600,2010-11-11,12.088,12.68,13.321,11.931,23120.0,293161.6,0.05396519926228849
601,2010-11-12,12.471,12.09,13.246,11.747,25943.0,313650.87,0.1868330323428009
602,2010-11-15,12.182,13.297,13.298,12.182,17090.0,227245.73,0.049154453213077876
603,2010-11-16,13.305,12.619,13.305,12.578,23304.0,294073.176,0.14048734026510035
604,2010-11-17,12.599,12.735,13.876,12.258,21004.0,267485.94,0.14309022679066752
605,2010-11-18,12.258,13.144,13.394,12.088,14373.0,188918.712,0.07445748025458165
606,2010-11-19,13.041,14.458,14.458,12.977,26227.0,379189.966,-0.04482851741830951
607,2010-11-22,14.812,13.959,15.651,13.45,39665.0,553683.735,0.05197731898807789
608,2010-11-23,13.756,14.369,14.778,13.501,19802.0,284534.938,-0.023662050247059585
609,2010-11-24,14.369,14.012,14.574,13.639,29580.0,414474.96,-0.005270758122743691
610,2010-11-25,13.85,14.012,14.191,13.738,13301.0,186373.612,-0.0790260572404955
611,2010-11-26,14.046,14.148,14.247,13.246,19710.0,278857.08,-0.10543927096682326
612,2010-11-29,14.046,14.471,15.118,13.978,17395.0,251723.045,-0.09185964912280697
613,2010-11-30,14.25,14.029,14.71,13.639,11804.0,165598.316,-0.052335916945175365
614,2010-12-02,14.063,13.777,14.41,13.535,15312.0,210953.424,-0.030622636019784655
615,2010-12-03,13.748,12.936,13.748,12.752,20826.0,269405.136,0.06281900274833152
616,2010-12-06,12.735,12.565,13.029,12.514,14880.0,186967.19999999998,0.11172161172161177
617,2010-12-07,12.558,12.941,12.975,12.434,11871.0,153622.611,0.16937246331564149
618,2010-12-08,12.812,13.327,13.482,12.812,9470.0,126206.69,0.09340535674094075
619,2010-12-09,13.329,13.327,13.501,13.098,8872.0,118237.144,0.11385647830397327
620,2010-12-10,13.113,13.535,13.542,13.113,5578.0,75498.23,0.07173993350572583
621,2010-12-13,13.535,13.961,14.208,13.452,9199.0,128427.239,0.012321799555842228
622,2010-12-14,13.959,14.982,15.05,13.835,12806.0,191859.492,-0.08535930154466087
623,2010-12-15,14.89,14.574,15.408,14.344,10579.0,154178.346,-0.08343625634691909
624,2010-12-16,14.574,14.606,14.965,14.506,7664.0,111940.384,-0.09323266606635727
625,2010-12-17,14.437,14.506,14.718,14.386,3591.0,52091.046,-0.12061883899233294
626,2010-12-20,14.608,14.131,14.659,13.825,7060.0,99764.86,-0.11061233078487764
627,2010-12-21,14.257,13.619,14.257,13.484,7899.0,107576.481,-0.10112194764244342
628,2010-12-22,13.637,13.358,13.637,13.12,10977.0,146630.766,0.01877645248172377
629,2010-12-23,12.995,13.091,13.45,12.995,5235.0,68531.385,0.026012663055915652
630,2010-12-24,13.109,12.846,13.203,12.687,5723.0,73517.658,0.04190874583623816
631,2010-12-27,12.909,12.68,13.348,12.667,8506.0,107856.08,0.11332132508418824
632,2010-12-28,12.769,12.258,12.769,12.131,11375.0,139434.75,0.1267363948357576
633,2010-12-29,12.238,13.239,13.241,12.238,19449.0,257485.31100000002,0.025668126226785493
634,2010-12-30,13.246,13.45,13.789,13.028,7234.0,97297.29999999999,-0.050631970260223036
635,2010-12-31,13.45,13.45,13.927,13.314,5634.0,75777.3,-0.09811599556704831
636,2011-01-04,13.535,14.216,14.225,13.535,10717.0,152352.872,-0.17487338210467074
637,2011-01-05,14.216,13.789,14.216,13.688,7473.0,103045.197,-0.1515505290040131
638,2011-01-06,13.705,13.586,13.872,13.128,11860.0,161129.96,-0.0919328720741941
639,2011-01-07,13.586,12.769,13.586,12.599,12191.0,155666.87900000002,-0.0497431106959364
640,2011-01-10,12.846,12.207,12.846,12.003,23001.0,280773.207,-0.01669957222770657
641,2011-01-11,12.156,11.73,12.394,11.69,14926.0,175081.98,-0.008164653852695936
642,2011-01-12,11.758,11.628,11.916,11.182,20976.0,243908.928,0.0007672634271100875
643,2011-01-13,11.73,12.337,12.514,11.73,27510.0,339390.87,-0.07087378640776698
644,2011-01-14,12.36,12.207,12.36,11.918,8057.0,98351.799,-0.10704831237590995
645,2011-01-17,12.088,11.953,12.088,11.427,8566.0,102389.398,-0.1583011583011582
646,2011-01-18,11.914,11.662,12.033,11.495,7805.0,91021.91,-0.13473181546857682
647,2011-01-19,11.727,11.739,11.749,11.325,10793.0,126699.027,-0.13252185839190822
648,2011-01-20,11.666,11.484,11.73,11.322,11568.0,132846.912,-0.08472657610588652
649,2011-01-21,11.484,10.794,11.484,10.641,11016.0,118906.70400000001,-0.044353716247564234
650,2011-01-24,10.777,10.028,10.777,9.9,15688.0,157319.264,0.06967871485943755
651,2011-01-25,9.96,10.147,10.147,9.279,34495.0,350020.765,0.09248845149628426
652,2011-01-26,9.958,10.12,10.471,9.858,19063.0,192917.56,0.06102538576406169
653,2011-01-27,10.045,10.511,10.535,9.708,17354.0,182407.894,0.025079246690285162
654,2011-01-28,10.726,10.299,10.811,10.149,15031.0,154804.269,0.07626384207992287
655,2011-01-31,10.385,10.654,10.743,10.217,9514.0,101362.156,0.0818471935423315
656,2011-02-01,10.654,10.879,10.998,10.556,6040.0,65709.16,0.1365401003692832
657,2011-02-09,10.561,10.658,10.74,10.389,6335.0,67518.43,0.09420153875023463
658,2011-02-10,10.658,10.995,11.339,10.658,5369.0,59032.155,0.045725646123260244
659,2011-02-11,11.066,11.177,11.288,10.867,8976.0,100324.752,0.052622253720765455
660,2011-02-14,11.288,11.526,11.632,11.254,13315.0,153468.69,0.006333506854069082
661,2011-02-15,11.526,12.003,12.173,11.472,14251.0,171054.753,0.002647253474520106
662,2011-02-16,12.088,11.662,12.088,11.545,20027.0,233554.874,0.04235980106328241
663,2011-02-17,11.662,11.572,11.833,11.463,11150.0,129027.79999999999,0.006608121032953607
664,2011-02-21,11.501,11.882,11.918,11.375,15910.0,189042.62,-0.02324020471516075
665,2011-02-22,11.919,11.599,12.003,11.494,6842.0,79360.35800000001,0.007363770250368162
666,2011-02-23,11.543,12.12,12.463,11.543,15152.0,183642.24,-0.033912256152769715
667,2011-02-24,12.149,12.156,12.338,12.003,8021.0,97503.276,-0.08155707349189367
668,2011-02-25,12.151,11.577,12.156,11.555,13551.0,156879.927,-0.04009232347409819
669,2011-02-28,11.698,11.642,11.79,11.494,10419.0,121297.99799999999,-0.012881064834692979
670,2011-03-01,11.645,11.628,11.722,11.557,6892.0,80140.176,0.02126564911678952
671,2011-03-02,11.662,11.737,11.737,11.351,10040.0,117839.48,0.11602351137234868
672,2011-03-03,11.739,11.16,11.977,11.137,20544.0,229271.04,0.2
673,2011-03-04,11.16,11.229,11.29,10.886,10376.0,116512.10399999999,0.157679665985609
674,2011-03-07,11.257,11.495,11.987,10.783,38701.0,444867.995,0.12679738562091503
675,2011-03-08,11.475,11.91,11.933,11.098,36438.0,433976.58,0.049772633319553394
676,2011-03-09,12.095,13.101,13.101,12.095,65776.0,861731.376,0.01526251526251543
677,2011-03-10,13.104,13.421,14.087,13.104,88182.0,1183490.622,-0.0286118769093211
678,2011-03-11,13.421,13.032,13.55,12.884,46160.0,601557.12,-0.046239210850801626
679,2011-03-14,12.976,12.93,13.063,12.348,32755.0,423522.14999999997,-0.05968643278484942
680,2011-03-15,12.884,12.697,12.909,12.538,24616.0,312549.35199999996,-0.051453786147663716
681,2011-03-16,12.691,13.304,13.626,12.691,39503.0,525547.912,-0.05202889640331998
682,2011-03-17,13.012,13.037,13.38,12.807,22950.0,299199.15,-0.06593826405867964
683,2011-03-18,13.088,12.376,13.316,12.351,54929.0,679801.304,-0.010932105868814768
684,2011-03-21,12.166,12.115,12.633,11.91,40510.0,490778.65,-0.03617125984251979
685,2011-03-22,12.192,12.038,12.323,11.962,16935.0,203863.53,-0.02361813209579844
686,2011-03-23,12.067,12.335,12.389,11.967,20828.0,256913.38,-0.07507871155243395
687,2011-03-24,12.387,12.225,12.474,12.218,14149.0,172971.525,-0.06032982514295182
688,2011-03-25,12.067,12.033,12.343,12.0,21605.0,259972.965,-0.03148363515534136
689,2011-03-28,12.038,11.751,12.154,11.731,24095.0,283140.345,-0.024209359815872578
690,2011-03-29,11.731,11.782,11.951,11.298,28853.0,339946.046,-0.06590012013042734
691,2011-03-30,11.654,11.457,11.823,11.457,14223.0,162952.91100000002,-0.04419889502762442
692,2011-03-31,11.403,11.339,11.526,11.311,9385.0,106416.515,-0.05485492547843729
693,2011-04-01,11.339,11.659,11.808,11.324,15045.0,175409.655,-0.09298124892482362
694,2011-04-06,11.626,11.447,11.854,11.436,13760.0,157510.72,-0.015056022408963532
695,2011-04-07,11.424,10.886,11.511,10.873,40487.0,440741.48199999996,0.05839144583914435
696,2011-04-08,10.755,10.899,11.065,10.709,24806.0,270360.594,0.02109203798392989
697,2011-04-11,10.952,10.717,11.009,10.573,22044.0,236245.548,0.04713459025574007
698,2011-04-12,10.714,10.545,10.758,10.471,19423.0,204815.535,0.0403111068955706
699,2011-04-13,10.543,11.252,11.26,10.502,50910.0,572839.3200000001,0.020046329294369114
700,2011-04-14,11.224,11.383,11.629,11.152,28545.0,324927.735,0.015668767507002856
701,2011-04-15,11.424,11.183,11.424,10.986,15119.0,169075.777,0.02758126623085877
702,2011-04-18,11.167,11.219,11.27,10.835,18294.0,205240.386,0.016046615867324032
703,2011-04-19,11.155,10.968,11.193,10.911,13187.0,144635.016,0.009098353198071063
704,2011-04-20,10.991,11.449,11.564,10.965,27636.0,316404.564,-0.0491746004017819
705,2011-04-21,11.449,11.603,11.757,11.347,25545.0,296398.635,-0.06324756905601936
706,2011-04-22,11.621,11.475,11.631,11.219,17807.0,204335.32499999998,-0.03109985148947325
707,2011-04-25,11.447,11.334,11.449,11.27,11917.0,135067.278,0.0031900753212228405
708,2011-04-26,11.285,11.091,11.296,10.963,10850.0,120337.34999999999,0.019832326692508895
709,2011-04-27,11.093,10.886,11.162,10.758,11530.0,125515.57999999999,0.038581664523240855
710,2011-04-28,10.886,10.886,11.083,10.86,9828.0,106987.608,0.055242082271569126
711,2011-04-29,10.988,11.091,11.342,10.886,13681.0,151735.971,0.034464189553042646
712,2011-05-03,11.142,11.321,11.424,11.142,13436.0,152108.956,-0.0011405509738550146
713,2011-05-04,11.398,11.313,11.639,11.27,17884.0,202321.692,0.022792534099066675
714,2011-05-05,11.144,11.306,11.49,11.144,13415.0,151669.99,-0.020916422937162005
715,2011-05-06,11.283,11.595,11.757,11.167,30215.0,350342.92500000005,-0.07555403439719344
716,2011-05-09,11.687,11.526,11.859,11.298,19782.0,228007.332,-0.048170731707317116
717,2011-05-10,11.48,11.385,11.68,11.344,15554.0,177082.29,-0.038116197183098555
718,2011-05-11,11.36,11.398,11.531,11.36,8415.0,95914.17,-0.04062747862871241
719,2011-05-12,11.347,11.047,11.475,11.039,13190.0,145709.93000000002,-0.028276931496852953
720,2011-05-13,10.963,10.804,11.068,10.566,18446.0,199290.584,-0.03978434653281271
721,2011-05-16,10.758,10.927,11.042,10.699,5543.0,60568.361,-0.06284302963776078
722,2011-05-17,10.932,10.927,11.065,10.886,5836.0,63769.971999999994,-0.04913374278118998
723,2011-05-18,10.909,10.886,10.978,10.809,6315.0,68745.09,-0.04821822189566494
724,2011-05-19,10.888,10.653,10.888,10.553,17059.0,181729.527,-0.06166475754104628
725,2011-05-20,10.476,10.33,10.63,10.245,22768.0,235193.44,-0.07523419203747062
726,2011-05-23,10.248,10.245,10.527,10.212,16582.0,169882.59,-0.08782038545599047
727,2011-05-24,10.066,10.373,10.499,10.066,9960.0,103315.07999999999,-0.0820271179921146
728,2011-05-25,10.399,10.363,10.573,10.35,9494.0,98386.322,-0.08626997881763909
729,2011-05-26,10.386,9.83,10.496,9.71,20098.0,197563.34,-0.048130551538938304
730,2011-05-27,9.682,9.477,9.9,9.272,17083.0,161895.59100000001,-0.004893617021276664
731,2011-05-30,9.4,9.182,9.474,9.095,17739.0,162879.498,0.03125680679590492
732,2011-05-31,9.182,9.546,9.579,9.042,16500.0,157509.0,-0.0043076276528682955
733,2011-06-01,9.518,9.49,9.528,9.39,6383.0,60574.67,0.043617021276595835
734,2011-06-02,9.4,9.216,9.451,9.165,10304.0,94961.66399999999,0.04717492679752744
735,2011-06-03,9.221,9.354,9.451,9.106,11843.0,110779.42199999999,0.019093333333333407
736,2011-06-07,9.375,9.469,9.528,9.257,7250.0,68650.25,0.04224147150037427
737,2011-06-08,9.351,9.477,9.574,9.351,9839.0,93244.20300000001,0.04832752980901134
738,2011-06-09,9.477,9.81,10.245,9.426,28763.0,282165.03,-0.0018372971317750508
739,2011-06-10,9.797,9.656,10.023,9.541,13487.0,130230.47200000001,-0.007039293969321347
740,2011-06-13,9.518,9.554,9.605,9.431,6124.0,58508.696,-0.03244714255809089
741,2011-06-14,9.554,9.746,9.879,9.495,12602.0,122819.092,-0.03185040583581633
742,2011-06-15,9.733,9.935,10.207,9.684,16335.0,162288.225,-0.0402422749204393
743,2011-06-16,9.741,9.779,9.93,9.741,5535.0,54126.765,-0.021940667490729426
744,2011-06-17,9.708,9.451,9.907,9.446,8266.0,78121.966,0.036528221512247105
745,2011-06-20,9.39,9.244,9.403,9.177,10876.0,100537.74399999999,0.07109157194938875
746,2011-06-21,9.326,9.423,9.515,9.231,8857.0,83459.511,0.06764924186194476
747,2011-06-22,9.431,9.349,9.472,9.311,5553.0,51914.997,0.0743170574317058
748,2011-06-23,9.298,9.495,9.541,9.229,10623.0,100865.385,0.09189473684210525
749,2011-06-24,9.5,9.733,9.825,9.454,14755.0,143610.415,0.05578958183499427
750,2011-06-27,9.733,9.989,10.212,9.71,16937.0,169183.693,0.04745219741715867
751,2011-06-28,9.989,10.069,10.322,9.928,13381.0,134733.28900000002,0.02587727896490888
752,2011-06-29,10.202,9.989,10.202,9.964,9321.0,93107.46900000001,0.06735228876789678
753,2011-06-30,9.918,10.373,10.389,9.918,18044.0,187170.41199999998,0.07905138339920947
754,2011-07-01,10.373,10.276,10.425,10.248,10271.0,105544.796,0.08349552355001943
755,2011-07-04,10.276,10.463,10.502,10.212,12395.0,129688.885,0.08334928229665084
756,2011-07-05,10.45,10.466,10.517,10.373,9121.0,95460.386,0.07462258742595074
757,2011-07-06,10.466,10.586,10.727,10.243,16654.0,176299.244,0.07968691059977373
758,2011-07-07,10.604,11.193,11.572,10.604,37592.0,420767.256,0.014920039310283295
759,2011-07-08,11.193,11.134,11.257,11.042,9760.0,108667.84,0.018250813155041623
760,2011-07-11,11.068,11.321,11.467,11.016,14976.0,169543.296,-0.00545227028959594
761,2011-07-12,11.188,11.247,11.544,11.188,13824.0,155478.528,-0.038420585625554504
762,2011-07-13,11.27,11.449,11.526,11.219,12172.0,139357.228,-0.0673244848061475
763,2011-07-14,11.452,11.36,11.539,11.226,12526.0,142295.36,-0.06901408450704216
764,2011-07-15,11.36,11.27,11.444,11.116,15416.0,173738.32,-0.07234343255896114
765,2011-07-18,11.321,11.127,11.339,11.124,14688.0,163433.37600000002,-0.09113122171945709
766,2011-07-19,11.05,10.837,11.178,10.77,15576.0,168797.112,-0.10270120770720004
767,2011-07-20,10.847,10.681,10.847,10.473,25913.0,276776.75299999997,-0.055144649377399046
768,2011-07-21,10.681,10.576,10.899,10.566,17283.0,182785.008,-0.05656641840294141
769,2011-07-22,10.607,10.502,10.704,10.496,14392.0,151144.784,-0.054578301797090445
770,2011-07-25,10.517,10.043,10.591,10.043,16643.0,167145.64899999998,0.0344827586206895
771,2011-07-26,10.092,9.733,10.169,9.636,21659.0,210807.04700000002,0.047041906327033756
772,2011-07-27,9.736,10.092,10.238,9.708,34695.0,350141.94,-0.014275800535342498
773,2011-07-28,10.087,10.007,10.143,9.953,16791.0,168027.53699999998,-0.05798403193612767
774,2011-07-29,10.02,9.943,10.04,9.83,9096.0,90441.52799999999,-0.06584403762516433
775,2011-08-01,9.887,10.44,10.471,9.864,25610.0,267368.39999999997,-0.11074918566775249
776,2011-08-04,10.438,10.194,10.438,9.887,57739.0,588591.366,-0.03163516844700076
777,2011-08-05,9.736,9.943,10.163,9.736,16422.0,163283.946,-0.03868253642520014
778,2011-08-08,9.746,9.439,9.941,9.185,22798.0,215190.32200000001,0.05681070410177669
779,2011-08-09,9.118,9.236,9.554,8.657,26503.0,244781.708,0.008676330547031874
780,2011-08-10,9.451,9.282,9.505,9.259,25167.0,233600.094,0.04205298013245029
781,2011-08-11,9.06,9.428,9.446,9.06,16655.0,157023.34000000003,-0.02169082636758013
782,2011-08-12,9.451,9.369,9.626,9.367,22147.0,207495.243,-0.02755319148936175
783,2011-08-15,9.4,9.636,9.746,9.272,22012.0,212107.63199999998,-0.055877483443708575
784,2011-08-16,9.664,9.533,9.795,9.528,13816.0,131707.92799999999,-0.036264542500786034
785,2011-08-17,9.541,9.441,9.659,9.4,10173.0,96043.293,0.0041309183349220735
786,2011-08-18,9.441,9.246,9.469,9.246,10260.0,94863.96,0.06026613878807874
787,2011-08-19,9.093,9.141,9.17,8.965,11621.0,106227.561,0.044802278453280886
788,2011-08-22,9.129,9.124,9.318,9.106,8634.0,78776.61600000001,0.03002410694718405
789,2011-08-23,9.126,9.195,9.234,9.093,7381.0,67868.295,0.013477088948786964
790,2011-08-24,9.275,9.48,9.643,9.208,21498.0,203801.04,-0.013902256443161232
791,2011-08-25,9.351,9.641,9.682,9.351,14303.0,137895.223,-0.04810570868173836
792,2011-08-26,9.687,9.538,9.736,9.451,11302.0,107798.47600000001,-0.031127994090957012
793,2011-08-29,9.477,9.4,9.477,9.39,6081.0,57161.4,-0.06215046955787695
794,2011-08-30,9.477,9.4,9.528,9.377,7030.0,66082.0,-0.0542668652904873
795,2011-08-31,9.398,9.221,9.4,9.147,10011.0,92311.431,-0.035423801369863006
796,2011-09-01,9.344,9.221,9.426,9.185,3738.0,34468.098,-0.030792583757996428
797,2011-09-02,9.223,9.182,9.287,9.118,3018.0,27711.276,-0.009922822491730932
798,2011-09-05,9.07,8.888,9.175,8.888,9803.0,87129.064,-0.008992805755395739
799,2011-09-06,8.896,8.888,8.954,8.796,5360.0,47639.68,0.007723304231027628
800,2011-09-07,8.934,9.013,9.016,8.934,6402.0,57701.226,-0.002327127659574324
801,2011-09-08,9.024,8.939,9.139,8.939,5828.0,52096.492,-0.004867795110078621
802,2011-09-09,9.039,8.98,9.088,8.916,4160.0,37356.8,-0.0006730984967466824
803,2011-09-13,8.914,8.816,8.957,8.785,4382.0,38631.71200000001,0.028969107163064445
804,2011-09-14,8.837,9.003,9.006,8.729,4529.0,40774.587,0.024330900243308973
805,2011-09-15,9.042,9.003,9.198,8.993,7362.0,66280.086,-0.014196983141082531
806,2011-09-16,9.016,8.995,9.118,8.975,2699.0,24277.504999999997,-0.03327768503060646
807,2011-09-19,8.985,8.908,9.026,8.88,4486.0,39961.288,-0.07128423888639424
808,2011-09-20,8.908,9.093,9.108,8.839,8030.0,73016.79,-0.10271339118971778
809,2011-09-21,9.103,9.262,9.272,8.962,8451.0,78273.162,-0.13901984431531633
810,2011-09-22,9.121,8.888,9.157,8.888,12331.0,109597.928,-0.11681172698121844
811,2011-09-23,8.732,8.686,8.826,8.678,8254.0,71694.244,-0.1212295648169468
812,2011-09-26,8.686,8.273,8.706,8.191,13966.0,115540.718,-0.08694619313457652
813,2011-09-27,8.419,8.168,8.427,8.089,11225.0,91685.79999999999,-0.06979817395482935
814,2011-09-28,8.324,7.853,8.324,7.684,12837.0,100808.961,0.01958539997456432
815,2011-09-29,7.863,7.712,7.881,7.699,6782.0,52302.784,0.06292192077442382
816,2011-09-30,7.851,7.633,7.853,7.556,14272.0,108938.176,0.07898025493626593
817,2011-10-10,8.002,7.687,8.002,7.602,11427.0,87839.349,0.18129624904312336
818,2011-10-11,7.838,7.743,7.94,7.684,14720.0,113976.96,0.2
819,2011-10-12,7.684,8.017,8.05,7.612,17077.0,136906.30899999998,0.13932892603218172
820,2011-10-13,8.017,8.345,8.404,7.922,22607.0,188655.415,0.08431326434619013
821,2011-10-14,8.504,8.634,8.734,8.483,43638.0,376770.492,0.017478152309613026
822,2011-10-17,8.811,9.259,9.474,8.724,55229.0,511365.31100000005,-0.016841644794400645
823,2011-10-18,9.144,9.377,9.669,9.106,68751.0,644678.1270000001,-0.008213333333333295
824,2011-10-19,9.375,9.134,9.472,9.019,40596.0,370803.864,0.014892443463871974
825,2011-10-20,9.065,9.221,9.318,8.914,35164.0,324247.244,-0.020587279228518773
826,2011-10-21,9.229,8.965,9.392,8.89,18309.0,164140.185,0.034050576752440165
827,2011-10-24,9.016,8.99,9.085,8.637,31120.0,279768.8,0.06769265083082399
828,2011-10-25,8.967,9.298,9.426,8.865,52077.0,484211.946,0.032915531335149906
829,2011-10-26,9.175,9.2,9.464,9.17,33932.0,312174.39999999997,0.06390403489640128
830,2011-10-27,9.17,9.039,9.367,8.952,23116.0,208945.524,0.11050862162455277
831,2011-10-28,9.221,9.323,9.349,9.016,29816.0,277974.568,0.08064516129032273
832,2011-10-31,9.362,9.574,9.733,9.277,63922.0,611989.228,0.03373748023194523
833,2011-11-01,9.485,9.477,9.605,9.318,26728.0,253301.256,0.027532802753280405
834,2011-11-02,9.298,9.756,9.81,9.223,60261.0,587906.316,-0.00801135787445495
835,2011-11-03,9.861,10.24,10.45,9.836,86576.0,886538.24,-0.05754763067904234
836,2011-11-04,10.235,10.117,10.261,10.012,33575.0,339678.275,-0.04643871852650139
837,2011-11-07,10.207,9.805,10.215,9.805,33303.0,326535.915,0.02360997547015531
838,2011-11-08,9.784,9.554,9.915,9.549,25376.0,242442.304,0.08310019687079051
839,2011-11-09,9.651,9.782,9.784,9.4,38208.0,373750.656,0.03041666666666676
840,2011-11-10,9.6,9.646,9.807,9.508,24632.0,237600.27200000003,0.006071208067503608
841,2011-11-11,9.718,9.733,9.836,9.546,18311.0,178220.96300000002,-0.014279927081223387
842,2011-11-14,9.874,10.015,10.015,9.713,28606.0,286489.09,-0.053193612774451005
843,2011-11-15,10.02,10.453,10.489,9.989,45432.0,474900.696,-0.08803590184283405
844,2011-11-16,10.473,9.892,10.473,9.861,36615.0,362195.57999999996,-0.01651301793131399
845,2011-11-17,9.871,9.777,9.943,9.697,42744.0,417908.088,0.013700041203131397
846,2011-11-18,9.708,9.733,9.984,9.656,37914.0,369016.962,0.02370062370062387
847,2011-11-21,9.62,9.487,9.782,9.426,18903.0,179332.761,0.04979825865364207
848,2011-11-22,9.418,9.551,9.682,9.418,18130.0,173159.63,0.06437094410718025
849,2011-11-23,9.554,9.708,9.859,9.439,19506.0,189364.248,-0.0005202913631632278
850,2011-11-24,9.61,9.841,9.925,9.503,18531.0,182363.571,-0.008585445625511223
851,2011-11-25,9.784,9.848,9.943,9.743,13357.0,131539.736,-0.044098310913320504
852,2011-11-28,9.887,9.887,9.961,9.82,13260.0,131101.62,-0.08741469289441994
853,2011-11-29,9.964,10.169,10.22,9.889,33897.0,344698.593,-0.10478806907378335
854,2011-11-30,10.192,9.605,10.192,9.349,34245.0,328923.22500000003,-0.10600203458799595
855,2011-12-01,9.83,9.7,9.989,9.631,35750.0,346775.0,-0.10080856872834176
856,2011-12-02,9.523,9.451,9.643,9.387,16990.0,160572.49000000002,-0.09491850431447746
857,2011-12-05,9.387,9.093,9.454,9.06,21079.0,191671.347,-0.05282894011249595
858,2011-12-06,9.067,9.124,9.287,9.067,13270.0,121075.48000000001,-0.03440316553088596
859,2011-12-07,9.098,8.788,9.216,8.775,12379.0,108786.652,-0.021823141623096176
860,2011-12-08,8.798,8.563,8.954,8.46,24775.0,212148.325,0.009082330738381605
861,2011-12-09,8.478,8.496,8.604,8.409,11363.0,96540.04800000001,0.051906779661016866
862,2011-12-12,8.496,8.588,8.76,8.496,10491.0,90096.708,0.06509082440614833
863,2011-12-13,8.588,8.785,9.006,8.588,21378.0,187805.73,0.062326227988878546
864,2011-12-14,8.632,8.606,8.837,8.593,9862.0,84872.372,0.05488870760983566
865,2011-12-15,8.581,8.555,8.629,8.35,7536.0,64470.479999999996,0.053715097018457225
866,2011-12-16,8.452,8.937,8.96,8.452,13353.0,119335.761,0.024599413225005584
867,2011-12-19,8.862,9.147,9.165,8.785,15446.0,141284.562,0.007874015748031482
868,2011-12-20,9.144,9.17,9.387,9.07,12417.0,113863.89,-0.02235550708833156
869,2011-12-21,9.17,9.052,9.249,9.042,12291.0,111258.132,-0.028281042863455563
870,2011-12-22,9.052,8.906,9.052,8.683,9572.0,85248.232,0.006624747361329453
871,2011-12-23,8.906,9.08,9.162,8.906,7461.0,67745.88,-0.05599559955995603
872,2011-12-26,9.09,9.216,9.495,9.085,14061.0,129586.17599999999,-0.15384615384615374
873,2011-12-27,9.126,8.965,9.239,8.709,10081.0,90376.165,-0.18335384271171273
874,2011-12-28,8.939,8.796,8.939,8.401,19966.0,175620.936,-0.16304225352112678
875,2011-12-30,8.875,8.965,9.006,8.686,15769.0,141369.085,-0.1313998884551032
876,2012-01-04,8.965,8.581,9.016,8.452,8680.0,74483.08,-0.09349498717649796
